scenario;scena1;prc.Striped_catfish;prc.Silver_Carp;prc.Clarias_macrocephalus;prc.Common_carp;EE.Macroinvertebrate;EE.Zooplancton;EE.Phytoplancton;EE.Feed;EE.Detritus;RDT;FCI;Profitability;n
scenario10184;10184;12;52;12;24;0.489108491;0.675966002;0.591951101;1.741881622;0.403465343;2173.432273;0.160503759;2767.275683;9
scenario10185;10185;10;54;12;24;0.488609654;0.676475457;0.593561153;1.881174871;0.405533911;2083.59889;0.160967797;2714.671062;9
scenario10186;10186;8;56;12;24;0.488110817;0.676984912;0.595171205;2.090114743;0.407621909;1993.765506;0.161434461;2662.066441;9
scenario10187;10187;6;58;12;24;0.487611981;0.677494367;0.596781257;2.438347864;0.409729612;1903.932123;0.161903771;2609.46182;9
scenario10188;10188;4;60;12;24;0.487113144;0.678003822;0.598391309;3.134814105;0.4118573;1814.098739;0.162375749;2556.857199;9
scenario10189;10189;2;62;12;24;0.486614308;0.678513278;0.600001361;5.224212828;0.414005259;1724.265355;0.162850417;2504.252578;9
scenario1019;1019;10;22;66;2;0.834106357;0.765033;0.57618249;1.115062005;0.417773176;2913.669368;0.153525668;3959.77678;9
scenario10190;10190;60;2;14;24;0.516020477;0.667531106;0.552003722;1.184708629;0.359359436;4365.990543;0.149744896;4084.622178;9
scenario10191;10191;58;4;14;24;0.51552164;0.668040561;0.553613774;1.189511845;0.361035108;4276.157159;0.150150821;4032.017557;9
scenario10192;10192;56;6;14;24;0.515022803;0.668550016;0.555223826;1.194658147;0.362724935;4186.323776;0.150558913;3979.412936;9
scenario10193;10193;54;8;14;24;0.514523967;0.669059472;0.556833878;1.200185657;0.364429096;4096.490392;0.15096919;3926.808315;9
scenario10194;10194;52;10;14;24;0.51402513;0.669568927;0.55844393;1.20613836;0.366147775;4006.657008;0.15138167;3874.203694;9
scenario10195;10195;50;12;14;24;0.513526294;0.670078382;0.560053982;1.212567279;0.367881159;3916.823625;0.151796368;3821.599073;9
scenario10196;10196;48;14;14;24;0.513027457;0.670587837;0.561664034;1.219531941;0.369629436;3826.990241;0.152213302;3768.994452;9
scenario10197;10197;46;16;14;24;0.51252862;0.671097293;0.563274086;1.227102227;0.3713928;3737.156857;0.15263249;3716.389831;9
scenario10198;10198;44;18;14;24;0.512029784;0.671606748;0.564884138;1.23536072;0.373171447;3647.323474;0.153053949;3663.785211;9
scenario10199;10199;42;20;14;24;0.511530947;0.672116203;0.56649419;1.244405736;0.374965576;3557.49009;0.153477697;3611.18059;9
scenario102;102;74;18;6;2;0.401871901;0.634969543;0.563844716;1.054827087;0.346683408;4691.625789;0.150736149;3998.056866;9
scenario1020;1020;8;24;66;2;0.833607521;0.765542456;0.577792542;1.132473661;0.419984744;2823.835985;0.153975782;3907.172159;9
scenario10200;10200;40;22;14;24;0.511032111;0.672625658;0.568104242;1.254355254;0.376775391;3467.656706;0.153903751;3558.575969;9
scenario10201;10201;38;24;14;24;0.510533274;0.673135113;0.569714294;1.265352089;0.378601097;3377.823323;0.15433213;3505.971348;9
scenario10202;10202;36;26;14;24;0.510034437;0.673644569;0.571324346;1.277570795;0.380442906;3287.989939;0.154762852;3453.366727;9
scenario10203;10203;34;28;14;24;0.509535601;0.674154024;0.572934398;1.291226996;0.382301031;3198.156555;0.155195935;3400.762106;9
scenario10204;10204;32;30;14;24;0.509036764;0.674663479;0.57454445;1.306590222;0.38417569;3108.323172;0.155631399;3348.157485;9
scenario10205;10205;30;32;14;24;0.508537928;0.675172934;0.576154502;1.324001878;0.386067104;3018.489788;0.156069261;3295.552864;9
scenario10206;10206;28;34;14;24;0.508039091;0.675682389;0.577764554;1.343900913;0.387975499;2928.656405;0.156509541;3242.948243;9
scenario10207;10207;26;36;14;24;0.507540254;0.676191845;0.579374606;1.366861339;0.389901106;2838.823021;0.156952259;3190.343622;9
scenario10208;10208;24;38;14;24;0.507041418;0.6767013;0.580984659;1.393648502;0.391844157;2748.989637;0.157397432;3137.739001;9
scenario10209;10209;22;40;14;24;0.506542581;0.677210755;0.582594711;1.425306058;0.393804892;2659.156254;0.157845082;3085.13438;9
scenario1021;1021;6;26;66;2;0.833108684;0.766051911;0.579402594;1.161493088;0.422217829;2734.002601;0.154428485;3854.567538;9
scenario10210;10210;20;42;14;24;0.506043745;0.67772021;0.584204763;1.463295126;0.395783552;2569.32287;0.158295228;3032.529759;9
scenario10211;10211;18;44;14;24;0.505544908;0.678229666;0.585814815;1.509726209;0.397780384;2479.489486;0.15874789;2979.925139;9
scenario10212;10212;16;46;14;24;0.505046071;0.678739121;0.587424867;1.567765062;0.39979564;2389.656103;0.159203088;2927.320518;9
scenario10213;10213;14;48;14;24;0.504547235;0.679248576;0.589034919;1.642386445;0.401829576;2299.822719;0.159660843;2874.715897;9
scenario10214;10214;12;50;14;24;0.504048398;0.679758031;0.590644971;1.741881622;0.403882454;2209.989335;0.160121175;2822.111276;9
scenario10215;10215;10;52;14;24;0.503549562;0.680267486;0.592255023;1.881174871;0.405954538;2120.155952;0.160584106;2769.506655;9
scenario10216;10216;8;54;14;24;0.503050725;0.680776942;0.593865075;2.090114743;0.4080461;2030.322568;0.161049655;2716.902034;9
scenario10217;10217;6;56;14;24;0.502551888;0.681286397;0.595475127;2.438347864;0.410157415;1940.489184;0.161517846;2664.297413;9
scenario10218;10218;4;58;14;24;0.502053052;0.681795852;0.597085179;3.134814105;0.412288766;1850.655801;0.161988698;2611.692792;9
scenario10219;10219;2;60;14;24;0.501554215;0.682305307;0.598695231;5.224212828;0.414440437;1760.822417;0.162462234;2559.088171;9
scenario1022;1022;4;28;66;2;0.832609847;0.766561366;0.581012646;1.219531941;0.424472747;2644.169218;0.154883797;3801.962917;9
scenario10220;10220;58;2;16;24;0.530461547;0.671832591;0.552307644;1.189511845;0.361383251;4312.714221;0.149792922;4086.85315;9
scenario10221;10221;56;4;16;24;0.529962711;0.672342046;0.553917696;1.194658147;0.363075704;4222.880837;0.150200033;4034.248529;9
scenario10222;10222;54;6;16;24;0.529463874;0.672851501;0.555527748;1.200185657;0.364782524;4133.047454;0.150609324;3981.643908;9
scenario10223;10223;52;8;16;24;0.528965038;0.673360957;0.5571378;1.20613836;0.366503894;4043.21407;0.151020812;3929.039287;9
scenario10224;10224;50;10;16;24;0.528466201;0.673870412;0.558747852;1.212567279;0.368240002;3953.380687;0.151434515;3876.434666;9
scenario10225;10225;48;12;16;24;0.527967364;0.674379867;0.560357904;1.219531941;0.369991037;3863.547303;0.151850448;3823.830045;9
scenario10226;10226;46;14;16;24;0.527468528;0.674889322;0.561967956;1.227102227;0.371757194;3773.713919;0.152268629;3771.225424;9
scenario10227;10227;44;16;16;24;0.526969691;0.675398777;0.563578008;1.23536072;0.373538668;3683.880536;0.152689077;3718.620803;9
scenario10228;10228;42;18;16;24;0.526470855;0.675908233;0.56518806;1.244405736;0.37533566;3594.047152;0.153111808;3666.016182;9
scenario10229;10229;40;20;16;24;0.525972018;0.676417688;0.566798112;1.254355254;0.377148374;3504.213768;0.153536841;3613.411562;9
scenario1023;1023;2;30;66;2;0.832111011;0.767070821;0.582622698;1.393648502;0.426749819;2554.335834;0.155341742;3749.358296;9
scenario10230;10230;38;22;16;24;0.525473182;0.676927143;0.568408164;1.265352089;0.378977016;3414.380385;0.153964193;3560.806941;9
scenario10231;10231;36;24;16;24;0.524974345;0.677436598;0.570018216;1.277570795;0.380821798;3324.547001;0.154393882;3508.20232;9
scenario10232;10232;34;26;16;24;0.524475508;0.677946054;0.571628269;1.291226996;0.382682934;3234.713617;0.154825928;3455.597699;9
scenario10233;10233;32;28;16;24;0.523976672;0.678455509;0.573238321;1.306590222;0.384560643;3144.880234;0.155260348;3402.993078;9
scenario10234;10234;30;30;16;24;0.523477835;0.678964964;0.574848373;1.324001878;0.386455146;3055.04685;0.155697162;3350.388457;9
scenario10235;10235;28;32;16;24;0.522978999;0.679474419;0.576458425;1.343900913;0.388366671;2965.213466;0.156136389;3297.783836;9
scenario10236;10236;26;34;16;24;0.522480162;0.679983874;0.578068477;1.366861339;0.390295448;2875.380083;0.156578047;3245.179215;9
scenario10237;10237;24;36;16;24;0.521981325;0.68049333;0.579678529;1.393648502;0.392241711;2785.546699;0.157022156;3192.574594;9
scenario10238;10238;22;38;16;24;0.521482489;0.681002785;0.581288581;1.425306058;0.3942057;2695.713315;0.157468736;3139.969973;9
scenario10239;10239;20;40;16;24;0.520983652;0.68151224;0.582898633;1.463295126;0.396187657;2605.879932;0.157917806;3087.365352;9
scenario1024;1024;28;2;68;2;0.853535794;0.764239933;0.560385892;1.070289176;0.399198613;3758.726883;0.14923155;4488.053961;9
scenario10240;10240;18;42;16;24;0.520484816;0.682021695;0.584508685;1.509726209;0.39818783;2516.046548;0.158369386;3034.760731;9
scenario10241;10241;16;44;16;24;0.519985979;0.68253115;0.586118737;1.567765062;0.400206472;2426.213165;0.158823497;2982.15611;9
scenario10242;10242;14;46;16;24;0.519487142;0.683040606;0.587728789;1.642386445;0.402243839;2336.379781;0.159280159;2929.551489;9
scenario10243;10243;12;48;16;24;0.518988306;0.683550061;0.589338841;1.741881622;0.404300194;2246.546397;0.159739392;2876.946869;9
scenario10244;10244;10;50;16;24;0.518489469;0.684059516;0.590948893;1.881174871;0.406375802;2156.713014;0.160201218;2824.342248;9
scenario10245;10245;8;52;16;24;0.517990633;0.684568971;0.592558945;2.090114743;0.408470936;2066.87963;0.160665658;2771.737627;9
scenario10246;10246;6;54;16;24;0.517491796;0.685078427;0.594168997;2.438347864;0.410585873;1977.046246;0.161132731;2719.133006;9
scenario10247;10247;4;56;16;24;0.516992959;0.685587882;0.595779049;3.134814105;0.412720894;1887.212863;0.161602462;2666.528385;9
scenario10248;10248;2;58;16;24;0.516494123;0.686097337;0.597389101;5.224212828;0.414876287;1797.379479;0.16207487;2613.923764;9
scenario10249;10249;56;2;18;24;0.544902618;0.676134076;0.552611566;1.194658147;0.363426953;4259.437899;0.149841879;4089.084122;9
scenario1025;1025;26;4;68;2;0.853036958;0.764749388;0.561995944;1.072202544;0.401233205;3668.893499;0.149658304;4435.44934;9
scenario10250;10250;54;4;18;24;0.544403782;0.676643531;0.554221618;1.200185657;0.365136437;4169.604516;0.150250187;4036.479501;9
scenario10251;10251;52;6;18;24;0.543904945;0.677152986;0.55583167;1.20613836;0.366860504;4079.771132;0.150660687;3983.87488;9
scenario10252;10252;50;8;18;24;0.543406109;0.677662441;0.557441722;1.212567279;0.368599342;3989.937748;0.151073396;3931.270259;9
scenario10253;10253;48;10;18;24;0.542907272;0.678171897;0.559051774;1.219531941;0.370353142;3900.104365;0.151488332;3878.665638;9
scenario10254;10254;46;12;18;24;0.542408435;0.678681352;0.560661826;1.227102227;0.372122097;3810.270981;0.15190551;3826.061017;9
scenario10255;10255;44;14;18;24;0.541909599;0.679190807;0.562271879;1.23536072;0.373906405;3720.437597;0.152324949;3773.456396;9
scenario10256;10256;42;16;18;24;0.541410762;0.679700262;0.563881931;1.244405736;0.375706266;3630.604214;0.152746667;3720.851775;9
scenario10257;10257;40;18;18;24;0.540911926;0.680209718;0.565491983;1.254355254;0.377521885;3540.77083;0.153170681;3668.247154;9
scenario10258;10258;38;20;18;24;0.540413089;0.680719173;0.567102035;1.265352089;0.379353469;3450.937447;0.153597009;3615.642533;9
scenario10259;10259;36;22;18;24;0.539914252;0.681228628;0.568712087;1.277570795;0.381201231;3361.104063;0.15402567;3563.037912;9
scenario1026;1026;24;6;68;2;0.852538121;0.765258843;0.563605996;1.074434808;0.403286776;3579.060116;0.150087458;4382.844719;9
scenario10260;10260;34;24;18;24;0.539415416;0.681738083;0.570322139;1.291226996;0.383065385;3271.270679;0.154456682;3510.433292;9
scenario10261;10261;32;26;18;24;0.538916579;0.682247538;0.571932191;1.306590222;0.384946151;3181.437296;0.154890062;3457.828671;9
scenario10262;10262;30;28;18;24;0.538417743;0.682756994;0.573542243;1.324001878;0.386843751;3091.603912;0.155325831;3405.22405;9
scenario10263;10263;28;30;18;24;0.537918906;0.683266449;0.575152295;1.343900913;0.388758412;3001.770528;0.155764007;3352.619429;9
scenario10264;10264;26;32;18;24;0.537420069;0.683775904;0.576762347;1.366861339;0.390690367;2911.937145;0.15620461;3300.014808;9
scenario10265;10265;24;34;18;24;0.536921233;0.684285359;0.578372399;1.393648502;0.392639849;2822.103761;0.156647657;3247.410187;9
scenario10266;10266;22;36;18;24;0.536422396;0.684794814;0.579982451;1.425306058;0.394607099;2732.270377;0.15709317;3194.805566;9
scenario10267;10267;20;38;18;24;0.53592356;0.68530427;0.581592503;1.463295126;0.39659236;2642.436994;0.157541168;3142.200945;9
scenario10268;10268;18;40;18;24;0.535424723;0.685813725;0.583202555;1.509726209;0.398595882;2552.60361;0.15799167;3089.596324;9
scenario10269;10269;16;42;18;24;0.534925886;0.68632318;0.584812607;1.567765062;0.400617917;2462.770226;0.158444697;3036.991703;9
scenario1027;1027;22;8;68;2;0.852039284;0.765768299;0.565216048;1.077072938;0.405359592;3489.226732;0.150519033;4330.240098;9
scenario10270;10270;14;44;18;24;0.53442705;0.686832635;0.586422659;1.642386445;0.402658723;2372.936843;0.15890027;2984.387082;9
scenario10271;10271;12;46;18;24;0.533928213;0.687342091;0.588032711;1.741881622;0.404718563;2283.103459;0.159358408;2931.782461;9
scenario10272;10272;10;48;18;24;0.533429377;0.687851546;0.589642763;1.881174871;0.406797704;2193.270075;0.159819133;2879.17784;9
scenario10273;10273;8;50;18;24;0.53293054;0.688361001;0.591252815;2.090114743;0.408896419;2103.436692;0.160282465;2826.57322;9
scenario10274;10274;6;52;18;24;0.532431703;0.688870456;0.592862868;2.438347864;0.411014985;2013.603308;0.160748427;2773.968599;9
scenario10275;10275;4;54;18;24;0.531932867;0.689379911;0.59447292;3.134814105;0.413153686;1923.769924;0.161217038;2721.363978;9
scenario10276;10276;2;56;18;24;0.53143403;0.689889367;0.596082972;5.224212828;0.41531281;1833.936541;0.161688322;2668.759357;9
scenario10277;10277;54;2;20;24;0.559343689;0.680435561;0.552915489;1.200185657;0.365490836;4206.161578;0.149891777;4091.315094;9
scenario10278;10278;52;4;20;24;0.558844853;0.680945016;0.554525541;1.20613836;0.367217606;4116.328194;0.150301293;4038.710473;9
scenario10279;10279;50;6;20;24;0.558346016;0.681454471;0.556135593;1.212567279;0.368959181;4026.49481;0.150713012;3986.105852;9
scenario1028;1028;20;10;68;2;0.851540448;0.766277754;0.5668261;1.080238693;0.407451927;3399.393349;0.150953048;4277.635477;9
scenario10280;10280;48;8;20;24;0.55784718;0.681963926;0.557745645;1.219531941;0.37071575;3936.661427;0.151126952;3933.501231;9
scenario10281;10281;46;10;20;24;0.557348343;0.682473382;0.559355697;1.227102227;0.37248751;3846.828043;0.151543131;3880.89661;9
scenario10282;10282;44;12;20;24;0.556849506;0.682982837;0.560965749;1.23536072;0.374274657;3756.994659;0.151961565;3828.291989;9
scenario10283;10283;42;14;20;24;0.55635067;0.683492292;0.562575801;1.244405736;0.376077394;3667.161276;0.152382273;3775.687368;9
scenario10284;10284;40;16;20;24;0.555851833;0.684001747;0.564185853;1.254355254;0.377895925;3577.327892;0.152805271;3723.082747;9
scenario10285;10285;38;18;20;24;0.555352997;0.684511202;0.565795905;1.265352089;0.379730458;3487.494508;0.153230579;3670.478126;9
scenario10286;10286;36;20;20;24;0.55485416;0.685020658;0.567405957;1.277570795;0.381581206;3397.661125;0.153658214;3617.873505;9
scenario10287;10287;34;22;20;24;0.554355323;0.685530113;0.569016009;1.291226996;0.383448385;3307.827741;0.154088194;3565.268884;9
scenario10288;10288;32;24;20;24;0.553856487;0.686039568;0.570626061;1.306590222;0.385332214;3217.994357;0.154520539;3512.664263;9
scenario10289;10289;30;26;20;24;0.55335765;0.686549023;0.572236113;1.324001878;0.387232918;3128.160974;0.154955266;3460.059642;9
scenario1029;1029;18;12;68;2;0.851041611;0.766787209;0.568436152;1.08410795;0.409564057;3309.559965;0.151389522;4225.030856;9
scenario10290;10290;28;28;20;24;0.552858814;0.687058479;0.573846165;1.343900913;0.389150723;3038.32759;0.155392395;3407.455022;9
scenario10291;10291;26;30;20;24;0.552359977;0.687567934;0.575456217;1.366861339;0.391085862;2948.494206;0.155831945;3354.850401;9
scenario10292;10292;24;32;20;24;0.55186114;0.688077389;0.577066269;1.393648502;0.393038571;2858.660823;0.156273935;3302.24578;9
scenario10293;10293;22;34;20;24;0.551362304;0.688586844;0.578676321;1.425306058;0.39500909;2768.827439;0.156718384;3249.641159;9
scenario10294;10294;20;36;20;24;0.550863467;0.689096299;0.580286373;1.463295126;0.396997664;2678.994056;0.157165313;3197.036538;9
scenario10295;10295;18;38;20;24;0.550364631;0.689605755;0.581896425;1.509726209;0.399004542;2589.160672;0.15761474;3144.431917;9
scenario10296;10296;16;40;20;24;0.549865794;0.69011521;0.583506478;1.567765062;0.401029978;2499.327288;0.158066687;3091.827296;9
scenario10297;10297;14;42;20;24;0.549366957;0.690624665;0.58511653;1.642386445;0.403074231;2409.493905;0.158521174;3039.222675;9
scenario10298;10298;12;44;20;24;0.548868121;0.69113412;0.586726582;1.741881622;0.405137565;2319.660521;0.15897822;2986.618054;9
scenario10299;10299;10;46;20;24;0.548369284;0.691643575;0.588336634;1.881174871;0.407220246;2229.827137;0.159437848;2934.013433;9
scenario103;103;72;20;6;2;0.401373065;0.635478998;0.565454768;1.055088523;0.348268111;4601.792406;0.151141268;3945.452245;9
scenario1030;1030;16;14;68;2;0.850542775;0.767296664;0.570046204;1.088944521;0.411696264;3219.726581;0.151828476;4172.426236;9
scenario10300;10300;8;48;20;24;0.547870448;0.692153031;0.589946686;2.090114743;0.40932255;2139.993754;0.159900077;2881.408812;9
scenario10301;10301;6;50;20;24;0.547371611;0.692662486;0.591556738;2.438347864;0.411444755;2050.16037;0.160364929;2828.804191;9
scenario10302;10302;4;52;20;24;0.546872774;0.693171941;0.59316679;3.134814105;0.413587144;1960.326986;0.160832426;2776.19957;9
scenario10303;10303;2;54;20;24;0.546373938;0.693681396;0.594776842;5.224212828;0.415750007;1870.493603;0.161302589;2723.59495;9
scenario10304;10304;52;2;22;24;0.57378476;0.684737046;0.553219411;1.20613836;0.367575202;4152.885256;0.149942627;4093.546065;9
scenario10305;10305;50;4;22;24;0.573285924;0.685246501;0.554829463;1.212567279;0.369319518;4063.051872;0.15035336;4040.941445;9
scenario10306;10306;48;6;22;24;0.572787087;0.685755956;0.556439515;1.219531941;0.371078864;3973.218488;0.150766308;3988.336824;9
scenario10307;10307;46;8;22;24;0.572288251;0.686265411;0.558049567;1.227102227;0.372853434;3883.385105;0.15118149;3935.732203;9
scenario10308;10308;44;10;22;24;0.571789414;0.686774866;0.559659619;1.23536072;0.374643428;3793.551721;0.151598922;3883.127582;9
scenario10309;10309;42;12;22;24;0.571290577;0.687284322;0.561269671;1.244405736;0.376449046;3703.718338;0.152018623;3830.522961;9
scenario1031;1031;14;16;68;2;0.850043938;0.76780612;0.571656256;1.09516297;0.413848835;3129.893198;0.15226993;4119.821615;9
scenario10310;10310;40;14;22;24;0.570791741;0.687793777;0.562879723;1.254355254;0.378270495;3613.884954;0.15244061;3777.91834;9
scenario10311;10311;38;16;22;24;0.570292904;0.688303232;0.564489775;1.265352089;0.380107984;3524.05157;0.1528649;3725.313719;9
